course_id,title,units,description,prerequisites,course_level,major
DRA 155B,Ancient & Contemporary Greek Theatre & Dance,6,"Learning Activities: Discussion/Laboratory 10 hour(s), Performance Instruction 10 hour(s), Seminar 13 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH).",N/A,Upper Division,DRA
DRA 156A,Performance Analysis,4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Domestic Diversity (DD); Writing Experience (WE).",N/A,Upper Division,DRA
DRA 156B,"Theatre in History & Place: Local, National & Global Conditions for Production",4,"Learning Activities: Lecture 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,DRA
DRA 156C,Modern Aesthetic Movements in Performance,4,"Learning Activities: Discussion/Laboratory 3 hour(s), Discussion 1 hour(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Writing Experience (WE).",N/A,Upper Division,DRA
DRA 156D,Theatre History Through Shakespeare,4,"Learning Activities: Lecture 4 hour(s), Extensive Writing.
Repeat Credit: May be repeated 1 time(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Oral Skills (OL); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,DRA
DRA 158,Performance Studies Undergraduate Seminar,4,"Learning Activities: Seminar 4 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.
General Education: Writing Experience (WE).",N/A,Upper Division,DRA
DRA 159,"Contemporary Experimental Performance, Theatre & Drama",4,"Learning Activities: Lecture/Discussion 3 hour(s), Extensive Writing.
Repeat Credit: May be repeated 3 time(s) when content differs.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Domestic Diversity (DD); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",N/A,Upper Division,DRA
DRA 159S,"Contemporary Experimental Performance, Theatre & Drama",4,"Learning Activities: Lecture/Discussion 4 hour(s).
Repeat Credit: May be repeated 12 unit(s) when instructor or content differs.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Writing Experience (WE).

DRA 159S — Contemporary Experimental Performance, Theatre & Drama (4 units)
Course Description:  Evaluation and examination of the ""New Theatre;"" its experimental and innovative nature since the 1960s. Dance, film, stage, performance art and public acts of a performative nature.

Learning Activities:  Lecture/Discussion 4 hour(s).

Repeat Credit:  May be repeated 12 unit(s) when instructor or content differs.

Grade Mode:  Letter.

General Education:  Arts & Humanities (AH); Writing Experience (WE).
This course version is effective from, and including:  Fall Quarter 2024.",N/A,Upper Division,DRA
DRA 160A,Principles of Playwriting,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Grade Mode: Letter.
General Education: Writing Experience (WE).",Consent of instructor.,Upper Division,DRA
DRA 160B,Principles of Playwriting,4,"Learning Activities: Lecture 4 hour(s).
Grade Mode: Letter.
General Education: Writing Experience (WE).",DRA 160A; and consent of instructor.,Upper Division,DRA
DRA 170,Media Theatre,4,"Learning Activities: Lecture 1 hour(s), Rehearsal 2 hour(s), Performance Instruction 1 hour(s).
Repeat Credit: May be repeated 1 time(s).
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Visual Literacy (VL).",N/A,Upper Division,DRA
DRA 174,Acting for Camera,4,"Learning Activities: Lecture/Lab 6 hour(s).
Repeat Credit: May be repeated 2 time(s) when instructor differs.
Cross Listing: CDM 107.
Grade Mode: Letter.
General Education: Arts & Humanities (AH).",Consent of instructor.,Upper Division,DRA
DRA 175,Small Scale Film Production,4,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Repeat Credit: May be repeated 2 time(s).
Cross Listing: TCS 175.
Grade Mode: Letter.",Consent of instructor.,Upper Division,DRA
DRA 180,Theatre Laboratory,1-5,"Learning Activities: Variable 1-5 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor.,Upper Division,DRA
DRA 180A,Theatre Laboratory: Performance,1-5,"Learning Activities: Rehearsal 12 hour(s).
Enrollment Restriction(s): Limited enrollment; admission by audition.
Repeat Credit: May be repeated as each production involves different scripts, directions, challenges of rehearsal practices and performance processes, it is possible for students to appear in a variety of productions in the course of their education.
Grade Mode: Letter.",Consent of instructor.,Upper Division,DRA
DRA 180B,Theatre Laboratory: Design,1-4,"Learning Activities: Variable 1-4 hour(s).
Repeat Credit: May be repeated as each theatrical piece is conceived and produced afresh with new source material, scripts, and production style, the challenges and assignments for the designers are new each time they design a show.
Grade Mode: Letter.
General Education: Arts & Humanities (AH); Visual Literacy (VL).",Consent of instructor.,Upper Division,DRA
DRA 180C,"Theatre Laboratory: Management, Directing, other Production Team",1-5,"Learning Activities: Variable 3-15 hour(s).
Repeat Credit: May be repeated with required permission from the Theatre & Dance department.
Grade Mode: Letter.",Consent of instructor.,Upper Division,DRA
DRA 180D,Theatre Laboratory: Crew,2-4,"Learning Activities: Laboratory 6-12 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor.,Upper Division,DRA
DRA 180E,Theatre Laboratory: Scenic,1-4,"Learning Activities: Laboratory 3-12 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor.,Upper Division,DRA
DRA 180F,Theatre Laboratory: Costume,1-4,"Learning Activities: Laboratory 3-12 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor.,Upper Division,DRA
DRA 180G,Theatre Laboratory: Lighting/Sound/Projection,1-4,"Learning Activities: Laboratory 3-12 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor.,Upper Division,DRA
DRA 185A,Special Topics: Artist in Residence-Seminar,4,"Learning Activities: Lecture/Discussion 4 hour(s).
Enrollment Restriction(s): Pass One restricted to Theatre & Dance majors only.
Repeat Credit: May be repeated 3 time(s) when instructor differs.
Grade Mode: Letter.
General Education: Arts & Humanities (AH).

DRA 185A — Special Topics: Artist in Residence-Seminar (4 units)
Course Description:  Exploration of contemporary topics in Theatre and Dance. Individual and collaborative project-based learning. Topics vary by instructor.

Learning Activities:  Lecture/Discussion 4 hour(s).

Enrollment Restrictions:  Pass One restricted to Theatre & Dance majors only; attendance on first day of class is mandatory.

Repeat Credit:  May be repeated 3 time(s) when instructor differs.

Grade Mode:  Letter.

General Education:  Arts & Humanities (AH).
This course version is effective from, and including:  Summer Session 1 2025.",Consent of instructor or upper division major in Theatre and Dance.,Upper Division,DRA
DRA 185B,Special Topics: Artist in Residence-Studio,4,"Learning Activities: Studio 6 hour(s).
Enrollment Restriction(s): Pass One restricted to Theatre & Dance majors.
Repeat Credit: May be repeated 3 time(s) when instructor differs.
Grade Mode: Letter.
General Education: Arts & Humanities (AH).

DRA 185B — Special Topics: Artist in Residence-Studio (4 units)
Course Description:  Studio course in any area of Theatre & Dance offered by artist in residence. Individual and collaborative studio and practice-based learning. Topics vary by instructor.

Learning Activities:  Studio 6 hour(s).

Enrollment Restriction(s):  Pass One restricted to Theatre & Dance majors only; attendance on first day of class is mandatory.

Repeat Credit:  May be repeated 3 time(s) when instructor differs.

Grade Mode:  Letter.

General Education:  Arts & Humanities (AH).
This course version is effective from, and including:  Summer Session 1 2025.",Consent of instructor or upper division major standing in Theatre  Dance.,Upper Division,DRA
DRA 192,Internships in Theatre & Dance,1-12,"Learning Activities: Internship 3-36 hour(s).
Credit Limitation(s): Not open to students who have completed DRA 192S.
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Pass/No Pass only.",N/A,Upper Division,DRA
DRA 192S,Internships in Theatre & Dance,1-12,"Learning Activities: Internship 3-36 hour(s).
Repeat Credit: May be repeated 12 unit(s).
Grade Mode: Pass/No Pass only.

DRA 192S — Internships in Theatre & Dance (1-12 units)
Course Description:  Theatre production experience in creative, technical or management areas. Experience in galleries, performance sites, or theatre/dance/physical theatre companies.

Learning Activities:  Internship 3-36 hour(s).

Repeat Credit:  May be repeated 12 unit(s).

Grade Mode:  Pass/No Pass only.
This course version is effective from, and including:  Fall Quarter 2024.",N/A,Upper Division,DRA
DRA 194HA,Special Study for Honors Students,3,"Learning Activities: Independent Study 9 hour(s).
Grade Mode: Pass/No Pass only.",Qualification for Letters  Science Honors Program and admission to Theatre  Dance Senior Honors Program.,Upper Division,DRA
DRA 194HB,Special Study for Honors Students,3,"Learning Activities: Independent Study 9 hour(s).
Grade Mode: Letter.",Consent of instructor; qualification for Letters  Science Honors Program and admission to Theatre  Dance Senior Honors Program.,Upper Division,DRA
DRA 195,Senior Capstone Experience,2,"Learning Activities: Project, Lecture/Discussion 1 hour(s).
Enrollment Restriction(s): Open to Theatre & Dance Majors who have completed 135 or more units.
Grade Mode: Pass/No Pass only.
General Education: Arts & Humanities (AH); Writing Experience (WE).",N/A,Upper Division,DRA
DRA 197T,Tutoring in Dramatic Art,1-5,"Learning Activities: Tutorial 1-5 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Pass/No Pass only.",Consent of instructor; upper division or graduate standing with major in Theatre  Dance; consent of department chairperson.,Upper Division,DRA
DRA 198,Directed Group Study,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",Consent of instructor.,Upper Division,DRA
DRA 199,Special Study for Advanced Undergraduates,1-5,"Learning Activities: Variable.
Grade Mode: Pass/No Pass only.",Consent of instructor.,Upper Division,DRA
DRA 200,Methods & Materials in Theatre Research,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Grade Mode: Letter.",N/A,Graduate Level,DRA
DRA 211,Advanced Voice & Speech,3,"Learning Activities: Lecture/Discussion 2 hour(s), Laboratory 2 hour(s).
Enrollment Restriction(s): Open only to Dramatic Arts Students and Ph.D. students with an emphasis in Performance and Theatre.
Repeat Credit: May be repeated 2 time(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 212,Advanced Stage Movement,3,"Learning Activities: Laboratory 6 hour(s).
Enrollment Restriction(s): Open to advanced undergraduates by consent of instructor.
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor; graduate standing in the MFA Program.,Graduate Level,DRA
DRA 221,Special Problems in Advanced Acting,4,"Learning Activities: Seminar 2 hour(s), Laboratory 4 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 224A,Seminar in Theatrical Design: Ancient Worlds; Early 17th Century,4,"Learning Activities: Seminar 2 hour(s), Project 2 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 224B,Seminar in Theatrical Design: Mid-17th Century to 1900,4,"Learning Activities: Seminar 2 hour(s), Project 2 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 224C,Seminar in Theatrical Design: the 20th Century,4,"Learning Activities: Seminar 2 hour(s), Project 2 hour(s).
Repeat Credit: May be repeated.
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 224D,Seminar in Theatrical Design: Contemporary Concepts,4,"Learning Activities: Seminar 2 hour(s), Project 2 hour(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 224E,Seminar in Theatrical Design: Advanced Concepts,4,"Learning Activities: Seminar 2 hour(s), Project 2 hour(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 225,Performance Design Studio: Techniques & Media,2,"Learning Activities: Studio 2 hour(s).
Repeat Credit: May be repeated 5 time(s).
Grade Mode: Letter.",DRA 224A (can be concurrent) or DRA 224B (can be concurrent) or DRA 224C (can be concurrent) or DRA 224D (can be concurrent) or DRA 224E (can be concurrent); consent of instructor.,Graduate Level,DRA
DRA 228,Seminar in Directing Theory: Non-Realism,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 229,Special Problems in Directing,4,"Learning Activities: Seminar 2 hour(s), Laboratory 2 hour(s), Rehearsal 4 hour(s).
Repeat Credit: May be repeated 2 time(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 230,Advanced Problems in Choreography & Performance,2,"Learning Activities: Discussion/Laboratory 2 hour(s).
Repeat Credit: May be repeated 6 time(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 244,Critical Approaches to Traditional Systems of Body Movement,4,"Learning Activities: Discussion/Laboratory 6 hour(s), Project, Term Paper.
Repeat Credit: May be repeated 5 time(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 250,Modern Theatre,4,"Learning Activities: Seminar 3 hour(s), Term Paper.
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 251,Scoring & Scripting in Performance,4,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 252,"Performance: Concepts of Space, Place, & Time",4,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 253,Approaches to Collaboration,4,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 254,Performing Identities/Personae,4,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
DRA 255,Composition in the Arts,4,"Learning Activities: Lecture 3 hour(s), Laboratory 3 hour(s).
Repeat Credit: May be repeated 1 time(s).
Grade Mode: Letter.",Consent of instructor.,Graduate Level,DRA
